"LANDING_YEAR","AGENCY_CODE","MANAGEMENT_GROUP_CODE","COMPLEX","PACFIN_SPECIES_COMMON_NAME","PACFIN_SPECIES_CODE","CCA_LANDED_WEIGHT_MTONS","CCA_LANDED_WEIGHT_PPP","CCA_EXVESSEL_REVENUE","CCA_CONFIDENTIAL_FLAG","ERA_LANDED_WEIGHT_MTONS","ERA_LANDED_WEIGHT_PPP","ERA_EXVESSEL_REVENUE","ERA_CONFIDENTIAL_FLAG","BGA_LANDED_WEIGHT_MTONS","BGA_LANDED_WEIGHT_PPP","BGA_EXVESSEL_REVENUE","BGA_CONFIDENTIAL_FLAG","BDA_LANDED_WEIGHT_MTONS","BDA_LANDED_WEIGHT_PPP","BDA_EXVESSEL_REVENUE","BDA_CONFIDENTIAL_FLAG","SFA_LANDED_WEIGHT_MTONS","SFA_LANDED_WEIGHT_PPP","SFA_EXVESSEL_REVENUE","SFA_CONFIDENTIAL_FLAG","MNA_LANDED_WEIGHT_MTONS","MNA_LANDED_WEIGHT_PPP","MNA_EXVESSEL_REVENUE","MNA_CONFIDENTIAL_FLAG","MRA_LANDED_WEIGHT_MTONS","MRA_LANDED_WEIGHT_PPP","MRA_EXVESSEL_REVENUE","MRA_CONFIDENTIAL_FLAG","SBA_LANDED_WEIGHT_MTONS","SBA_LANDED_WEIGHT_PPP","SBA_EXVESSEL_REVENUE","SBA_CONFIDENTIAL_FLAG","LAA_LANDED_WEIGHT_MTONS","LAA_LANDED_WEIGHT_PPP","LAA_EXVESSEL_REVENUE","LAA_CONFIDENTIAL_FLAG","SDA_LANDED_WEIGHT_MTONS","SDA_LANDED_WEIGHT_PPP","SDA_EXVESSEL_REVENUE","SDA_CONFIDENTIAL_FLAG","CA2_LANDED_WEIGHT_MTONS","CA2_LANDED_WEIGHT_PPP","CA2_EXVESSEL_REVENUE","CA2_CONFIDENTIAL_FLAG","TOTAL_LANDED_WEIGHT_MTONS","TOTAL_LANDED_WEIGHT_PPP","TOTAL_EXVESSEL_REVENUE","TOTAL_CONFIDENTIAL_FLAG"
"2009","C","GRND","ROCK","SHORTRAKER ROCKFISH","SRKR",,,,"",,,,"*",3.5,.63,4921,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",3.5,,4921,"*"
"2009","C","GRND","ROCK","NOM. SHORTSPINE THORNYHEAD","SSP1",,,,"*",,,,"",,,,"*",,,,"",1.4,3.09,9741,"",10.7,3.83,89953,"",6.2,4.38,60087,"",,,,"",,,,"",,,,"*",,,,"",18.3,,159781,"*"
"2009","C","GRND","ROCK","SHORTSPINE THORNYHEAD","SSPN",54.9,.83,100894,"",118,.81,209596,"",87.4,.8,154393,"",.8,.52,872,"",22.3,.85,41863,"",18,2.27,90151,"",11.4,.83,20852,"",21.8,4.26,204537,"",69.3,3.9,595712,"",,,,"*",,,,"",403.9,,1418870,"*"
"2009","C","GRND","ROCK","STARRY ROCKFISH","STAR",,,,"",,,,"",,,,"",,,,"",,,,"",0,2.4,28,"",0,8.78,344,"",.5,4.03,4736,"",.1,1.65,223,"",,,,"",,,,"",.6,,5331,""
"2009","C","GRND","ROCK","NOM. STRIPETAIL ROCKFISH","STL1",,,,"",,,,"*",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",0,,0,"*"
"2009","C","GRND","ROCK","NOM. STARRY ROCKFISH","STR1",,,,"",,,,"",,,,"*",,,,"",,,,"*",,,,"*",0,1.8,50,"",,,,"",,,,"",0,3.37,64,"",,,,"",0,,114,"*"
"2009","C","GRND","ROCK","STRIPETAIL ROCKFISH","STRK",,,,"",0,.48,23,"",,,,"",,,,"*",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",0,,23,"*"
"2009","C","GRND","ROCK","THORNYHEADS (MIXED)","THDS",,,,"*",,,,"",,,,"*",,,,"",,,,"",,,,"",,,,"*",1.1,1.95,4776,"",,,,"*",,,,"*",,,,"",1.1,,4776,"*"
"2009","C","GRND","ROCK","TIGER ROCKFISH","TIGR",0,5.67,187,"",,,,"",,,,"",,,,"*",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",0,,187,"*"
"2009","C","GRND","ROCK","NOM. TREEFISH","TRE1",,,,"",,,,"",,,,"",,,,"",,,,"*",0,7.46,154,"",.1,7.24,1730,"",.2,4.16,1433,"",,,,"*",.1,4.03,576,"",,,,"",.4,,3893,"*"
"2009","C","GRND","ROCK","TREEFISH","TREE",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",1.2,9.41,24560,"",,,,"",,,,"",,,,"",,,,"",1.2,,24560,""
"2009","C","GRND","ROCK","UNSP. DEEP NEAR-SHORE RF","UDNR",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"",,,,"",0,,0,"*"
"2009","C","GRND","ROCK","UNSP. POP GROUP","UPOP",,,,"*",,,,"*",,,,"",,,,"",,,,"",,,,"*",,,,"",,,,"",,,,"",,,,"",,,,"",0,,0,"*"
"2009","C","GRND","ROCK","UNSP. ROCKFISH","URCK",,,,"",,,,"*",,,,"",,,,"",.1,.73,104,"",,,,"*",,,,"",.2,2.27,1191,"",0,.46,23,"",,,,"*",,,,"",.3,,1318,"*"
"2009","C","GRND","ROCK","UNSP. SHELF ROCKFISH","USLF",,,,"*",,,,"*",0,3.14,251,"",,,,"",,,,"*",,,,"",,,,"*",,,,"*",,,,"",,,,"*",,,,"",0,,251,"*"
"2009","C","GRND","ROCK","UNSP. SLOPE ROCKFISH","USLP",,,,"*",,,,"",,,,"*",,,,"",,,,"*",,,,"",,,,"*",,,,"*",,,,"",,,,"",,,,"",0,,0,"*"
"2009","C","GRND","ROCK","NOM. VERMILLION ROCKFISH","VRM1",,,,"",,,,"",.4,1.71,1522,"",,,,"*",.4,4.03,3964,"",.1,3.78,916,"",,,,"*",.1,3.57,820,"",,,,"",.4,2.72,2612,"",,,,"",1.4,,9834,"*"
"2009","C","GRND","ROCK","VERMILION ROCKFISH","VRML",1.3,2.01,5864,"",.5,1.93,2247,"",1,3.26,6945,"",.3,4.13,2493,"",,,,"",1.7,2,7318,"",1.3,3.43,9825,"",4.8,2.66,28181,"",.8,2.81,4766,"",,,,"",,,,"",11.7,,67639,""
"2009","C","GRND","ROCK","WIDOW ROCKFISH","WDOW",2.1,.45,2073,"",.7,.46,660,"",.4,.51,412,"",,,,"*",.3,.78,601,"",,,,"*",,,,"",,,,"",,,,"",,,,"",,,,"",3.5,,3746,"*"
"2009","C","GRND","ROCK","NOM. WIDOW ROCKFISH","WDW1",,,,"*",,,,"",,,,"*",,,,"*",,,,"*",0,1.31,128,"",,,,"*",.3,2.89,1808,"",,,,"",,,,"",,,,"",.3,,1936,"*"
"2009","C","GRND","ROCK","NOM. YELLOWEYE ROCKFISH","YEY1",,,,"",,,,"*",,,,"*",,,,"",,,,"",,,,"",,,,"*",,,,"",,,,"",,,,"",,,,"",0,,0,"*"
"2009","C","GRND","ROCK","YELLOWMOUTH ROCKFISH","YMTH",,,,"",0,.57,46,"",,,,"*",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",0,,46,"*"
"2009","C","GRND","ROCK","NOM. YELLOWTAIL ROCKFISH","YTR1",,,,"*",0,1.27,81,"",0,1.7,46,"",,,,"*",.2,2.22,1157,"",,,,"*",0,1.95,110,"",.1,1.89,392,"",,,,"*",,,,"",,,,"",.3,,1786,"*"
"2009","C","GRND","ROCK","YELLOWTAIL ROCKFISH","YTRK",,,,"",.3,.5,336,"",.3,.71,413,"",,,,"*",,,,"*",.2,1.62,725,"",,,,"",,,,"",,,,"",,,,"",,,,"",.8,,1474,"*"
"2009","C","GRND","ROND","NOM. CABEZON","CBZ1",.1,3.05,688,"",,,,"",.5,5.48,6330,"",,,,"",.2,4.07,1517,"",2.5,6.52,35233,"",,,,"*",.5,4.82,5484,"",.2,4.93,2269,"",.4,5.59,4579,"",,,,"",4.4,,56100,"*"
"2009","C","GRND","ROND","CABEZON","CBZN",1.7,3.67,13478,"",,,,"",2.8,5.47,33929,"",.1,5.92,936,"",,,,"",,,,"",6.2,5.68,77517,"",2.5,6.88,37591,"",,,,"",,,,"",,,,"",13.3,,163451,""
"2009","C","GRND","ROND","NOM. KELP GREENLING","KGL1",0,4.32,284,"",,,,"",.1,4.17,724,"",,,,"*",0,3.47,304,"",.2,6.87,3546,"",,,,"*",,,,"*",,,,"",,,,"",,,,"",.3,,4858,"*"
"2009","C","GRND","ROND","KELP GREENLING","KLPG",.3,4.89,2830,"",,,,"*",.2,5.96,2939,"",,,,"*",,,,"",,,,"",.4,7.66,6905,"",,,,"",,,,"",,,,"",,,,"",.9,,12674,"*"
"2009","C","GRND","ROND","NOM. LINGCOD","LCD1",7.1,1.66,26092,"",,,,"*",2.6,1.79,10184,"",,,,"*",2.3,3.27,16851,"",.5,1.98,2145,"",.1,2.44,443,"",.4,3.17,2701,"",.3,2.83,1588,"",.1,3.26,620,"",,,,"",13.4,,60624,"*"
"2009","C","GRND","ROND","LINGCOD","LCOD",.7,1.44,2198,"",9,1.09,21665,"",19.6,1.07,46404,"",1.4,1.5,4790,"",2.3,.77,3971,"",2.3,1.56,7879,"",7.5,2.12,35276,"",.2,3.18,1488,"",,,,"",,,,"",,,,"",43,,123671,""
"2009","C","GRND","ROND","PACIFIC WHITING","PWHT",1484,.05,163483,"",,,,"*",,,,"",,,,"",,,,"",,,,"*",,,,"",,,,"*",0,2.22,100,"",,,,"",,,,"",1484,,163583,"*"
"2009","C","GRND","ROND","SABLEFISH","SABL",212.4,2.1,984394,"",477.7,1.95,2058563,"",469.4,2.27,2353842,"",26.1,2.23,128386,"",140.3,1.89,584138,"",160,1.76,620928,"",651.3,1.71,2461177,"",47.5,1.86,195155,"",45.4,2.61,261277,"",18.4,2.89,117319,"",,,,"",2248.5,,9765179,""
"2009","C","HMSP","....","BLUE SHARK","BSRK",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"*",,,,"",,,,"",,,,"",0,,0,"*"
"2009","C","HMSP","....","DORADO/DOLPHINFISH","DRDO",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"",.1,3.72,1084,"",,,,"",.1,,1084,"*"
"2009","C","HMSP","....","SHORTFIN MAKO SHARK","MAKO",,,,"",,,,"",,,,"",,,,"",,,,"*",.9,.91,1791,"",5.8,1.11,14152,"",3.7,1.13,9257,"",2.7,1.29,7779,"",7.9,1.25,21778,"",,,,"",21,,54757,"*"
"2009","C","HMSP","....","SWORDFISH","SWRD",,,,"",,,,"",,,,"",,,,"",,,,"*",6,2.78,36621,"",34.8,2.9,222556,"",6.7,3.17,46753,"",31.4,5,346337,"",133.7,3.11,917561,"",,,,"",212.6,,1569828,"*"
"2009","C","HMSP","....","COMMON THRESHER SHARK","TSRK",,,,"",,,,"",,,,"",,,,"*",.1,1.95,260,"",.1,1.18,365,"",3.2,1.2,8564,"",28.9,1.31,83512,"",7.9,1.23,21473,"",22.2,1.69,82600,"",,,,"",62.4,,196774,"*"
"2009","C","HMSP","TUNA","ALBACORE","ALBC",100,.93,205984,"",109,1.27,305311,"",11.9,1.96,51525,"",8.2,1.02,18489,"",24.3,1.68,89727,"",37.6,1.12,92820,"",9.9,1.23,26735,"",.9,1.48,2831,"",89.6,.82,162849,"",5.7,1.26,15867,"",,,,"",397.1,,972138,""
"2009","C","HMSP","TUNA","BLUEFIN TUNA","BTNA",,,,"",,,,"",,,,"",,,,"",,,,"*",.3,1.3,878,"",1.9,1.41,5788,"",.6,2.17,2883,"",411.7,.47,430343,"",.6,1.87,2433,"",,,,"",415.1,,442325,"*"
"2009","C","HMSP","TUNA","BIGEYE TUNA","ETNA",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"",,,,"",,,,"",0,,0,"*"
"2009","C","HMSP","TUNA","SKIPJACK TUNA","STNA",,,,"",,,,"*",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"*",4.7,.41,4293,"",,,,"",,,,"",4.7,,4293,"*"
"2009","C","HMSP","TUNA","YELLOWFIN TUNA","YTNA",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",20.3,.49,22143,"",2,2.38,10342,"",,,,"",22.3,,32485,"*"
"2009","C","OTHR","....","PACIFIC ANGEL SHARK","ASRK",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",5.5,1.27,15310,"",.1,.78,153,"",,,,"",,,,"",5.6,,15463,"*"
"2009","C","OTHR","....","BLACK SKATE","BLSK",,,,"*",,,,"*",,,,"*",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",0,,0,"*"
"2009","C","OTHR","....","BAT RAY","BTRY",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"*",,,,"*",,,,"",,,,"",0,,0,"*"
"2009","C","OTHR","....","NOM. CALIF HALIBUT","CHL1",,,,"",,,,"*",,,,"",14.2,4.15,129913,"",131.8,3.97,1154480,"",3.8,3.94,33454,"",9.6,4.76,100455,"",100.7,4.32,957815,"",11.6,4.62,117828,"",9.3,4.27,87244,"",,,,"*",281,,2581189,"*"
"2009","C","OTHR","....","PACIFIC BARRACUDA","CUDA",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",34.2,.65,49199,"",10.9,.6,14491,"",1,.82,1828,"",,,,"",46.1,,65518,"*"
"2009","C","OTHR","....","UNSP. EELS","EELS",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"*",2.3,3.68,18435,"",,,,"",2.3,,18435,"*"
"2009","C","OTHR","....","BIGEYE THRESHER SHARK","ISRK",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",.8,.76,1263,"",,,,"*",,,,"",.8,,1263,"*"
"2009","C","OTHR","....","GIANT KELPFISH","KFSH",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"",0,,0,"*"
"2009","C","OTHR","....","CALIFORNIA SPINY LOBSTER","LOBS",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",111.7,11.38,2802750,"",108.5,11.26,2693201,"",100,10.86,2393670,"",,,,"",320.2,,7889621,""
"2009","C","OTHR","....","LOUVAR","LUVR",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",.4,4.33,3571,"",,,,"*",,,,"*",.5,4.41,4529,"",,,,"",.9,,8100,"*"
"2009","C","OTHR","....","MONKEYFACE PRICKLEBACK (EEL)","MEEL",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"",0,2.48,191,"",,,,"",,,,"",,,,"",,,,"",0,,191,"*"
"2009","C","OTHR","....","MISC. FISH/ANIMALS","MISC",0,2.13,94,"",,,,"*",,,,"",,,,"*",,,,"",,,,"*",,,,"",.3,9.8,5997,"",,,,"*",,,,"*",,,,"",.3,,6091,"*"
"2009","C","OTHR","....","MISC. FISH","MSC2",,,,"*",,,,"",,,,"",,,,"",1.2,7.73,20185,"",,,,"",,,,"*",4.1,1.87,17001,"",.8,1.15,1910,"",.1,1.4,180,"",,,,"",6.2,,39276,"*"
"2009","C","OTHR","....","PLAINFIN MIDSHIPMAN","MSHP",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",0,,0,"*"
"2009","C","OTHR","....","OTHER CROAKER","OCRK",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"",,,,"",0,,0,"*"
"2009","C","OTHR","....","UNSP. OCTOPUS","OCTP",,,,"",,,,"",.1,.02,3,"",,,,"*",0,1.26,132,"",,,,"*",,,,"*",.2,1.45,605,"",.2,1.45,553,"",.3,.11,62,"",,,,"",.8,,1355,"*"
"2009","C","OTHR","....","OPAH","OPAH",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"*",6.1,.75,10008,"",16,2.16,76292,"",7.5,.64,10529,"",46.9,.55,57004,"",,,,"",76.5,,153833,"*"
"2009","C","OTHR","....","OTHER SKATES","OSKT",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",2.9,1.38,8710,"",1,.58,1345,"",.1,2.45,380,"",,,,"",4,,10435,"*"
"2009","C","OTHR","....","OTHER SHARK","OSRK",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",.7,2.02,3073,"",.1,2.19,517,"",.4,1.43,1285,"",,,,"",1.2,,4875,"*"
"2009","C","OTHR","....","OCEAN WHITEFISH","OWFS",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"*",,,,"*",1.2,2.53,6479,"",.1,1.25,191,"",.2,2.07,1027,"",,,,"",1.5,,7697,"*"
"2009","C","OTHR","....","PACIFIC HALIBUT","PHLB",,,,"*",,,,"*",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",0,,0,"*"
"2009","C","OTHR","....","PELAGIC THRESHER SHARK","PSRK",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",0,,0,"*"
"2009","C","OTHR","....","QUEENFISH","QFSH",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"*",,,,"",,,,"",,,,"",0,,0,"*"
"2009","C","OTHR","....","ROCK GREENLING","RCKG",0,4.74,122,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",0,,122,""
"2009","C","OTHR","....","UNSP. SCULPIN","SCLP",,,,"",,,,"",,,,"*",,,,"*",1.8,3.62,14191,"",,,,"",,,,"*",,,,"*",,,,"",,,,"",,,,"",1.8,,14191,"*"
"2009","C","OTHR","....","UNSP. SHAD","SHAD",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"",,,,"",27.6,1.17,71038,"",27.6,,71038,"*"
"2009","C","OTHR","....","NOM. CALIFORNIA SHEEPHEAD","SHP1",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"*",9.3,4.27,87647,"",7.7,4.66,78725,"",15.5,4.85,166306,"",,,,"",32.5,,332678,"*"
"2009","C","OTHR","....","CALIFORNIA SHEEPHEAD","SHPD",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",.3,4.24,2582,"",,,,"",,,,"",,,,"",,,,"",.3,,2582,""
"2009","C","OTHR","....","UNSP. SMELT","SMLT",,,,"*",,,,"*",,,,"*",,,,"",.2,.58,260,"",12.8,.63,17844,"",,,,"*",,,,"*",,,,"*",,,,"*",,,,"",13,,18104,"*"
"2009","C","OTHR","....","UNSP. SQUID","SQID",,,,"",,,,"",,,,"*",,,,"*",,,,"*",,,,"*",,,,"",,,,"",,,,"*",,,,"",,,,"",0,,0,"*"
"2009","C","OTHR","....","SURFPERCH SPP.","SRFP",,,,"*",,,,"*",,,,"*",,,,"*",2.1,3.99,18167,"",,,,"*",,,,"*",.1,2.23,511,"",,,,"*",,,,"*",,,,"",2.2,,18678,"*"
"2009","C","OTHR","....","UNSP. HAGFISH","UHAG",,,,"",303.6,.58,391035,"",,,,"",,,,"*",,,,"",,,,"",245.7,.86,463612,"",15.9,.99,34702,"",40.4,1.01,89970,"",,,,"*",,,,"",605.6,,979319,"*"
"2009","C","OTHR","....","UNSP. SHARK","USRK",,,,"",,,,"",,,,"",,,,"",.8,1,1803,"",,,,"*",,,,"",,,,"*",,,,"*",,,,"",,,,"",.8,,1803,"*"
"2009","C","OTHR","....","WHITE CROAKER","WCRK",,,,"",,,,"",,,,"",,,,"",.6,.33,442,"",29.9,.01,440,"",,,,"*",19.4,.59,25015,"",2.6,1.86,10716,"",,,,"",,,,"",52.5,,36613,"*"
"2009","C","OTHR","....","YELLOWTAIL","YLTL",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"",,,,"*",.4,1.99,1642,"",1.3,1.11,3096,"",2.1,1.55,7266,"",,,,"",3.8,,12004,"*"
"2009","C","OTHR","BASS","GIANT SEA BASS","GBAS",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",1,3.2,6732,"",.9,1.67,3227,"",1,3.29,7059,"",,,,"",2.9,,17018,""
"2009","C","OTHR","BASS","OTHER BASS","OBAS",,,,"",,,,"",,,,"",,,,"",,,,"",0,3.25,39,"",,,,"",,,,"",,,,"*",,,,"",,,,"",0,,39,"*"
"2009","C","OTHR","BASS","WHITE SEABASS","WBAS",,,,"",,,,"",,,,"",,,,"*",.7,3.88,6342,"",7,2.61,40597,"",.8,4.16,7094,"",132.1,2.35,682901,"",30.6,1.65,111493,"",8.9,2.48,48764,"",,,,"",180.1,,897191,"*"
"2009","C","OTHR","ECHN","OTHER SEA URCHINS","OURC",,,,"",,,,"",,,,"",,,,"*",,,,"",,,,"",,,,"",.1,1.37,293,"",,,,"*",,,,"*",,,,"",.1,,293,"*"
"2009","C","OTHR","ECHN","RED SEA URCHIN","RURC",,,,"",,,,"",1702.9,.7,2626466,"",,,,"*",,,,"",,,,"",,,,"",2996.1,.57,3751284,"",395.8,.69,600088,"",341.2,.91,685936,"",,,,"",5436,,7663774,"*"
"2009","C","OTHR","ECHN","UNSP. ECHINODERM","UECH",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"*",,,,"*",,,,"",0,,0,"*"
"2009","C","OTHR","ECHN","UNSP. SEA CUCUMBERS","USCU",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",199.3,1.89,832651,"",40.9,2.16,194903,"",6,1.85,24630,"",,,,"",246.2,,1052184,"*"
"2009","C","OTHR","MLSK","OTHER MOLLUSKS","OMSK",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",43.3,.82,78049,"",19,.8,33415,"",25.6,.9,50855,"",,,,"",87.9,,162319,"*"
"2009","C","OTHR","MLSK","UNSP. MOLLUSKS","UMSK",.1,7.97,2032,"",,,,"*",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"*",3,9.72,63526,"",,,,"*",,,,"",3.1,,65558,"*"
"2009","C","SAMN","....","CHINOOK SALMON","CHNK",.6,0,0,"",,,,"*",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",.6,,0,"*"
"2009","C","SAMN","....","UNSP. SALMON","USMN",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"",,,,"",,,,"",0,,0,"*"
"2009","C","SHLL","CLAM","UNSP. CLAM","UCLM",,,,"",,,,"*",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"*",,,,"",0,,0,"*"
"2009","C","SHLL","OYST","UNSP. OYSTER","USTR",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"",,,,"",0,,0,"*"
"2009","C","SRMP","....","UNSP. BAIT SHRIMP","BSRM",,,,"",,,,"",,,,"",,,,"*",30.1,4.46,295543,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",30.1,,295543,"*"
"2009","C","SRMP","....","GHOST SHRIMP","GSRM",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"",0,,0,"*"
"2009","C","SRMP","....","OTHER SHRIMP","OSRM",45.6,3.99,401233,"",,,,"*",,,,"",,,,"",9.9,4.17,91220,"",,,,"*",,,,"",,,,"*",,,,"*",,,,"*",,,,"",55.5,,492453,"*"
"2009","C","SRMP","....","PACIFIC PINK SHRIMP","PSHP",,,,"*",,,,"*",,,,"",,,,"",,,,"*",,,,"*",,,,"",,,,"",,,,"",,,,"",,,,"",0,,0,"*"
"2009","C","SRMP","....","RIDGEBACK PRAWN","RPRW",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"",,,,"*",210.5,1.86,864678,"",8.9,1.96,38585,"",,,,"",,,,"",219.4,,903263,"*"
"2009","C","SRMP","....","SPOTTED PRAWN","SPRW",,,,"",,,,"",,,,"",,,,"*",,,,"*",11.4,12.04,303202,"",4.1,11.74,107204,"",42.2,10.68,992807,"",47.3,10.42,1086102,"",20.8,8.76,401769,"",,,,"",125.8,,2891084,"*"
"2009","C","XXXX SUBTOTAL","","WITHHELD FOR CONFIDENTIALITY**","",1139.7,,754395,"",649.6,,225727,"",34.8,,30877,"",261.2,,406955,"",696,,1051854,"",281.6,,280562,"",91.3,,220305,"",38.1,,250796,"",6.3,,21920,"",156.6,,770103,"",.6,,3750,"",3355.8,,4017244,""
"2010","C","CPEL","....","PACIFIC HERRING","PHRG",,,,"",,,,"",,,,"",,,,"*",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",0,,0,"*"
"2010","C","CPEL","WETF","CHUB MACKEREL","CMCK",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"",9.4,.07,1468,"",2045.2,.09,408765,"",,,,"*",,,,"",2054.6,,410233,"*"
"2010","C","CPEL","WETF","JACK MACKEREL","JMCK",,,,"",,,,"",,,,"*",,,,"",,,,"",,,,"",,,,"",14.2,.03,843,"",295.4,.09,61692,"",,,,"*",,,,"",309.6,,62535,"*"
"2010","C","CPEL","WETF","MARKET SQUID","MSQD",,,,"",,,,"",,,,"*",,,,"",,,,"*",19465.9,.25,10684085,"",.1,.3,77,"",57154,.24,30705409,"",53552.9,.25,29399098,"",,,,"*",,,,"",130172.9,,70788669,"*"
"2010","C","CPEL","WETF","NORTHERN ANCHOVY","NANC",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"*",,,,"",97.3,.3,64493,"",96.7,.06,12524,"",,,,"*",,,,"",194,,77017,"*"
"2010","C","CPEL","WETF","PACIFIC BONITO","PBNT",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",.4,.76,723,"",,,,"*",,,,"",,,,"",.4,,723,"*"
"2010","C","CPEL","WETF","PACIFIC SARDINE","PSDN",,,,"*",,,,"",,,,"",,,,"",,,,"*",4305.4,.06,572543,"",,,,"*",1524,.03,116744,"",27819.8,.06,3606269,"",,,,"*",,,,"",33649.2,,4295556,"*"
"2010","C","CPEL","WETF","UNSP. MACKEREL","UMCK",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"",,,,"*",,,,"",,,,"",0,,0,"*"
"2010","C","CRAB","....","DUNGENESS CRAB","DCRB",1745.4,2.01,7720683,"",1240.1,2.11,5764484,"",124.7,1.9,522939,"",2069.6,1.72,7848393,"",4626.6,1.81,18448056,"",175.1,2.29,885475,"",1.3,2.32,6398,"",,,,"*",,,,"",,,,"",,,,"",9982.8,,41196428,"*"
"2010","C","CRAB","....","OTHER CRAB","OCRB",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"*",,,,"*",15.9,1.39,48798,"",11.8,.97,25252,"",7.5,.66,10894,"",,,,"",35.2,,84944,"*"
"2010","C","CRAB","....","ROCK CRAB","RCRB",,,,"",,,,"",,,,"",,,,"*",4.1,2.15,19197,"",4.8,1.92,20280,"",16.5,1.66,60285,"",453.8,1.32,1324114,"",38.2,1.37,115434,"",50.4,1.1,121817,"",,,,"",567.8,,1661127,"*"
"2010","C","CRAB","....","UNSP. CRAB","UCRB",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",.3,1.53,1097,"",.6,1.32,1871,"",,,,"",,,,"",.9,,2968,""
"2010","C","CRAB","KCRB","UNSP. KING CRAB","UKCR",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",.1,3.21,422,"",,,,"",,,,"*",,,,"",.1,,422,"*"
